review_text,review_rating,brand_name,product_title,cleaned_text,tokens,tokens_no_stopwords,lemmatized_tokens,processed_text
One of the best makeup brushe bristles is very soft Comfortable grip Easily blendable,4.0,Nykaa Cosmetics,Nykaa BlendPro Powder Stippling Makeup Brush,one of the best makeup brushe bristles is very soft comfortable grip easily blendable,"['one', 'of', 'the', 'best', 'makeup', 'brushe', 'bristles', 'is', 'very', 'soft', 'comfortable', 'grip', 'easily', 'blendable']","['one', 'best', 'makeup', 'brushe', 'bristles', 'soft', 'comfortable', 'grip', 'easily', 'blendable']","['one', 'best', 'makeup', 'brushe', 'bristle', 'soft', 'comfortable', 'grip', 'easily', 'blendable']",one best makeup brushe bristle soft comfortable grip easily blendable
I had this in desert rose and it was perfect for my wedding. A little goes a long way. Love the fine texture.,4.0,Lakme,Lakme Face Sheer Blusher,i had this in desert rose and it was perfect for my wedding a little goes a long way love the fine texture,"['i', 'had', 'this', 'in', 'desert', 'rose', 'and', 'it', 'was', 'perfect', 'for', 'my', 'wedding', 'a', 'little', 'goes', 'a', 'long', 'way', 'love', 'the', 'fine', 'texture']","['desert', 'rose', 'perfect', 'wedding', 'little', 'goes', 'long', 'way', 'love', 'fine', 'texture']","['desert', 'rose', 'perfect', 'wedding', 'little', 'go', 'long', 'way', 'love', 'fine', 'texture']",desert rose perfect wedding little go long way love fine texture
"My hair texture is wavy , dry & frizzy. I was looking for something new to try for ultimate smoothness but in herbal category & Bingo! Herbal Essences this conditioner left my hair smooth & straight in one wash. I already used it twice since I recieved the results are : It has soothing fragrance Not much quantity required as I have waist length hair Easy to detangle my hair after wash Hair texture has changed to shiny , soft & smooth. No sulphate & paraben free is the best part . For me price doesn't matter if the quantity & results fit to my hair. A must try conditioner!",5.0,Herbal Essences,Herbal Essences Aloe & Bamboo Conditioner Soft Smooth Hair- No- Sulphates and Paraben(400gm),my hair texture is wavy dry frizzy i was looking for something new to try for ultimate smoothness but in herbal category bingo herbal essences this conditioner left my hair smooth straight in one wash i already used it twice since i recieved the results are it has soothing fragrance not much quantity required as i have waist length hair easy to detangle my hair after wash hair texture has changed to shiny soft smooth no sulphate paraben free is the best part for me price doesn t matter if the quantity results fit to my hair a must try conditioner,"['my', 'hair', 'texture', 'is', 'wavy', 'dry', 'frizzy', 'i', 'was', 'looking', 'for', 'something', 'new', 'to', 'try', 'for', 'ultimate', 'smoothness', 'but', 'in', 'herbal', 'category', 'bingo', 'herbal', 'essences', 'this', 'conditioner', 'left', 'my', 'hair', 'smooth', 'straight', 'in', 'one', 'wash', 'i', 'already', 'used', 'it', 'twice', 'since', 'i', 'recieved', 'the', 'results', 'are', 'it', 'has', 'soothing', 'fragrance', 'not', 'much', 'quantity', 'required', 'as', 'i', 'have', 'waist', 'length', 'hair', 'easy', 'to', 'detangle', 'my', 'hair', 'after', 'wash', 'hair', 'texture', 'has', 'changed', 'to', 'shiny', 'soft', 'smooth', 'no', 'sulphate', 'paraben', 'free', 'is', 'the', 'best', 'part', 'for', 'me', 'price', 'doesn', 't', 'matter', 'if', 'the', 'quantity', 'results', 'fit', 'to', 'my', 'hair', 'a', 'must', 'try', 'conditioner']","['hair', 'texture', 'wavy', 'dry', 'frizzy', 'looking', 'something', 'new', 'try', 'ultimate', 'smoothness', 'herbal', 'category', 'bingo', 'herbal', 'essences', 'conditioner', 'left', 'hair', 'smooth', 'straight', 'one', 'wash', 'already', 'used', 'twice', 'since', 'recieved', 'results', 'soothing', 'fragrance', 'much', 'quantity', 'required', 'waist', 'length', 'hair', 'easy', 'detangle', 'hair', 'wash', 'hair', 'texture', 'changed', 'shiny', 'soft', 'smooth', 'sulphate', 'paraben', 'free', 'best', 'part', 'price', 'matter', 'quantity', 'results', 'fit', 'hair', 'must', 'try', 'conditioner']","['hair', 'texture', 'wavy', 'dry', 'frizzy', 'looking', 'something', 'new', 'try', 'ultimate', 'smoothness', 'herbal', 'category', 'bingo', 'herbal', 'essence', 'conditioner', 'left', 'hair', 'smooth', 'straight', 'one', 'wash', 'already', 'used', 'twice', 'since', 'recieved', 'result', 'soothing', 'fragrance', 'much', 'quantity', 'required', 'waist', 'length', 'hair', 'easy', 'detangle', 'hair', 'wash', 'hair', 'texture', 'changed', 'shiny', 'soft', 'smooth', 'sulphate', 'paraben', 'free', 'best', 'part', 'price', 'matter', 'quantity', 'result', 'fit', 'hair', 'must', 'try', 'conditioner']",hair texture wavy dry frizzy looking something new try ultimate smoothness herbal category bingo herbal essence conditioner left hair smooth straight one wash already used twice since recieved result soothing fragrance much quantity required waist length hair easy detangle hair wash hair texture changed shiny soft smooth sulphate paraben free best part price matter quantity result fit hair must try conditioner
"It's nice dark, but not smudge proof ? not for professional makeup artist",3.0,Lakme,Lakme Kajal - Black,it s nice dark but not smudge proof not for professional makeup artist,"['it', 's', 'nice', 'dark', 'but', 'not', 'smudge', 'proof', 'not', 'for', 'professional', 'makeup', 'artist']","['nice', 'dark', 'smudge', 'proof', 'professional', 'makeup', 'artist']","['nice', 'dark', 'smudge', 'proof', 'professional', 'makeup', 'artist']",nice dark smudge proof professional makeup artist
I'm in shade 335 in maybelline. It a perfect shade for my skin tone. I even use it on my bare face for daily use. It also gives you a sheer coverage guys. Go for it!,5.0,Nykaa Cosmetics,Nykaa SKINgenius Skin Perfecting & Hydrating Matte Powder Compact - Rose Beige 02,i m in shade in maybelline it a perfect shade for my skin tone i even use it on my bare face for daily use it also gives you a sheer coverage guys go for it,"['i', 'm', 'in', 'shade', 'in', 'maybelline', 'it', 'a', 'perfect', 'shade', 'for', 'my', 'skin', 'tone', 'i', 'even', 'use', 'it', 'on', 'my', 'bare', 'face', 'for', 'daily', 'use', 'it', 'also', 'gives', 'you', 'a', 'sheer', 'coverage', 'guys', 'go', 'for', 'it']","['shade', 'maybelline', 'perfect', 'shade', 'skin', 'tone', 'even', 'use', 'bare', 'face', 'daily', 'use', 'also', 'gives', 'sheer', 'coverage', 'guys', 'go']","['shade', 'maybelline', 'perfect', 'shade', 'skin', 'tone', 'even', 'use', 'bare', 'face', 'daily', 'use', 'also', 'give', 'sheer', 'coverage', 'guy', 'go']",shade maybelline perfect shade skin tone even use bare face daily use also give sheer coverage guy go
Beautiful product little pricey but its amazing will leave your hair smooth clean smelling amazingggggg,5.0,Herbal Essences,Herbal Essences Strawberry & Mint Shampoo - For Cleansing & Volume - Paraben Free,beautiful product little pricey but its amazing will leave your hair smooth clean smelling amazingggggg,"['beautiful', 'product', 'little', 'pricey', 'but', 'its', 'amazing', 'will', 'leave', 'your', 'hair', 'smooth', 'clean', 'smelling', 'amazingggggg']","['beautiful', 'product', 'little', 'pricey', 'amazing', 'leave', 'hair', 'smooth', 'clean', 'smelling', 'amazingggggg']","['beautiful', 'product', 'little', 'pricey', 'amazing', 'leave', 'hair', 'smooth', 'clean', 'smelling', 'amazingggggg']",beautiful product little pricey amazing leave hair smooth clean smelling amazingggggg
I loved this blush its long lasting and doesn't smudge off.,5.0,Lakme,Lakme Absolute Illuminating Blush Shimmer Brick,i loved this blush its long lasting and doesn t smudge off,"['i', 'loved', 'this', 'blush', 'its', 'long', 'lasting', 'and', 'doesn', 't', 'smudge', 'off']","['loved', 'blush', 'long', 'lasting', 'smudge']","['loved', 'blush', 'long', 'lasting', 'smudge']",loved blush long lasting smudge
I have fine hair and I’ve used herbal essences since I was a kid. It always worked wonders for me.. but this new line is quite disappointing. It left my hair and scalp oily and I ended up washing my hair every other day. Won’t recommend it to somebody with fine hair.,3.0,Herbal Essences,Herbal Essences Coconut Milk Shampoo For Hydration & Softness - No Parabens- No Colourants,i have fine hair and i ve used herbal essences since i was a kid it always worked wonders for me but this new line is quite disappointing it left my hair and scalp oily and i ended up washing my hair every other day won t recommend it to somebody with fine hair,"['i', 'have', 'fine', 'hair', 'and', 'i', 've', 'used', 'herbal', 'essences', 'since', 'i', 'was', 'a', 'kid', 'it', 'always', 'worked', 'wonders', 'for', 'me', 'but', 'this', 'new', 'line', 'is', 'quite', 'disappointing', 'it', 'left', 'my', 'hair', 'and', 'scalp', 'oily', 'and', 'i', 'ended', 'up', 'washing', 'my', 'hair', 'every', 'other', 'day', 'won', 't', 'recommend', 'it', 'to', 'somebody', 'with', 'fine', 'hair']","['fine', 'hair', 'used', 'herbal', 'essences', 'since', 'kid', 'always', 'worked', 'wonders', 'new', 'line', 'quite', 'disappointing', 'left', 'hair', 'scalp', 'oily', 'ended', 'washing', 'hair', 'every', 'day', 'recommend', 'somebody', 'fine', 'hair']","['fine', 'hair', 'used', 'herbal', 'essence', 'since', 'kid', 'always', 'worked', 'wonder', 'new', 'line', 'quite', 'disappointing', 'left', 'hair', 'scalp', 'oily', 'ended', 'washing', 'hair', 'every', 'day', 'recommend', 'somebody', 'fine', 'hair']",fine hair used herbal essence since kid always worked wonder new line quite disappointing left hair scalp oily ended washing hair every day recommend somebody fine hair
My shade of Maybelline for me foundation is 128. This shade suits me so well.,5.0,Kay Beauty,Kay Beauty Hydrating Foundation,my shade of maybelline for me foundation is this shade suits me so well,"['my', 'shade', 'of', 'maybelline', 'for', 'me', 'foundation', 'is', 'this', 'shade', 'suits', 'me', 'so', 'well']","['shade', 'maybelline', 'foundation', 'shade', 'suits', 'well']","['shade', 'maybelline', 'foundation', 'shade', 'suit', 'well']",shade maybelline foundation shade suit well
"Really liked the product. I have very dry skin, but it is really easy to blend the product. Will definitly repurchase this product💖",4.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Toffee Chisel 07,really liked the product i have very dry skin but it is really easy to blend the product will definitly repurchase this product,"['really', 'liked', 'the', 'product', 'i', 'have', 'very', 'dry', 'skin', 'but', 'it', 'is', 'really', 'easy', 'to', 'blend', 'the', 'product', 'will', 'definitly', 'repurchase', 'this', 'product']","['really', 'liked', 'product', 'dry', 'skin', 'really', 'easy', 'blend', 'product', 'definitly', 'repurchase', 'product']","['really', 'liked', 'product', 'dry', 'skin', 'really', 'easy', 'blend', 'product', 'definitly', 'repurchase', 'product']",really liked product dry skin really easy blend product definitly repurchase product
Squad goals is nude shade. it's too light to carry for nude makeup but will make a perfect look while carried properly.,5.0,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,squad goals is nude shade it s too light to carry for nude makeup but will make a perfect look while carried properly,"['squad', 'goals', 'is', 'nude', 'shade', 'it', 's', 'too', 'light', 'to', 'carry', 'for', 'nude', 'makeup', 'but', 'will', 'make', 'a', 'perfect', 'look', 'while', 'carried', 'properly']","['squad', 'goals', 'nude', 'shade', 'light', 'carry', 'nude', 'makeup', 'make', 'perfect', 'look', 'carried', 'properly']","['squad', 'goal', 'nude', 'shade', 'light', 'carry', 'nude', 'makeup', 'make', 'perfect', 'look', 'carried', 'properly']",squad goal nude shade light carry nude makeup make perfect look carried properly
Love this liner. It’s a beautiful rusty colour. Very smooth on the lips!,5.0,NYX Professional Makeup,NYX Professional Makeup Suede Matte Lip Liner,love this liner it s a beautiful rusty colour very smooth on the lips,"['love', 'this', 'liner', 'it', 's', 'a', 'beautiful', 'rusty', 'colour', 'very', 'smooth', 'on', 'the', 'lips']","['love', 'liner', 'beautiful', 'rusty', 'colour', 'smooth', 'lips']","['love', 'liner', 'beautiful', 'rusty', 'colour', 'smooth', 'lip']",love liner beautiful rusty colour smooth lip
It's really a nice product. Does not cause any irritation and gives a super black color with smooth application.,4.0,Lakme,Lakme Kajal - Black,it s really a nice product does not cause any irritation and gives a super black color with smooth application,"['it', 's', 'really', 'a', 'nice', 'product', 'does', 'not', 'cause', 'any', 'irritation', 'and', 'gives', 'a', 'super', 'black', 'color', 'with', 'smooth', 'application']","['really', 'nice', 'product', 'cause', 'irritation', 'gives', 'super', 'black', 'color', 'smooth', 'application']","['really', 'nice', 'product', 'cause', 'irritation', 'give', 'super', 'black', 'color', 'smooth', 'application']",really nice product cause irritation give super black color smooth application
i love it..it give a natural look n it is good for oily skin!,4.0,Maybelline New York,Maybelline New York Clear Smooth All in One UV+ Lightening Oil Control Two Way Cake SPF 32 PA+++,i love it it give a natural look n it is good for oily skin,"['i', 'love', 'it', 'it', 'give', 'a', 'natural', 'look', 'n', 'it', 'is', 'good', 'for', 'oily', 'skin']","['love', 'give', 'natural', 'look', 'n', 'good', 'oily', 'skin']","['love', 'give', 'natural', 'look', 'n', 'good', 'oily', 'skin']",love give natural look n good oily skin
Decent color,5.0,Kay Beauty,Kay Beauty Nail Nourish Nail Enamel Polish,decent color,"['decent', 'color']","['decent', 'color']","['decent', 'color']",decent color
Easy to apply and spreads evenly,5.0,NYX Professional Makeup,NYX Professional Makeup Powder Puff Lippie Cream,easy to apply and spreads evenly,"['easy', 'to', 'apply', 'and', 'spreads', 'evenly']","['easy', 'apply', 'spreads', 'evenly']","['easy', 'apply', 'spread', 'evenly']",easy apply spread evenly
"This shade goes with my skin tone and am in love with it, gives you a matte finish lip.",5.0,Nykaa Cosmetics,Nykaa Matte to Last! Mini Liquid Lipstick - Jhumki 14,this shade goes with my skin tone and am in love with it gives you a matte finish lip,"['this', 'shade', 'goes', 'with', 'my', 'skin', 'tone', 'and', 'am', 'in', 'love', 'with', 'it', 'gives', 'you', 'a', 'matte', 'finish', 'lip']","['shade', 'goes', 'skin', 'tone', 'love', 'gives', 'matte', 'finish', 'lip']","['shade', 'go', 'skin', 'tone', 'love', 'give', 'matte', 'finish', 'lip']",shade go skin tone love give matte finish lip
"Great color, good for every day use. The product is easy to wash too.",5.0,Maybelline New York,Maybelline New York Shine Compulsion Lipstick,great color good for every day use the product is easy to wash too,"['great', 'color', 'good', 'for', 'every', 'day', 'use', 'the', 'product', 'is', 'easy', 'to', 'wash', 'too']","['great', 'color', 'good', 'every', 'day', 'use', 'product', 'easy', 'wash']","['great', 'color', 'good', 'every', 'day', 'use', 'product', 'easy', 'wash']",great color good every day use product easy wash
"Really nice shade of brown, not too dark like some others I’ve tried. I like pairing this with brown mascara",5.0,Kay Beauty,Kay Beauty Quick Dry Liquid Eyeliner,really nice shade of brown not too dark like some others i ve tried i like pairing this with brown mascara,"['really', 'nice', 'shade', 'of', 'brown', 'not', 'too', 'dark', 'like', 'some', 'others', 'i', 've', 'tried', 'i', 'like', 'pairing', 'this', 'with', 'brown', 'mascara']","['really', 'nice', 'shade', 'brown', 'dark', 'like', 'others', 'tried', 'like', 'pairing', 'brown', 'mascara']","['really', 'nice', 'shade', 'brown', 'dark', 'like', 'others', 'tried', 'like', 'pairing', 'brown', 'mascara']",really nice shade brown dark like others tried like pairing brown mascara
The shampoo is excellent.... It cleanses very well and gives good shine to the hair.,5.0,Herbal Essences,Herbal Essences Argan Oil Of Morocco Shampoo - For Frizz Free Hair - Paraben Free,the shampoo is excellent it cleanses very well and gives good shine to the hair,"['the', 'shampoo', 'is', 'excellent', 'it', 'cleanses', 'very', 'well', 'and', 'gives', 'good', 'shine', 'to', 'the', 'hair']","['shampoo', 'excellent', 'cleanses', 'well', 'gives', 'good', 'shine', 'hair']","['shampoo', 'excellent', 'cleanses', 'well', 'give', 'good', 'shine', 'hair']",shampoo excellent cleanses well give good shine hair
Mild face wash...and spot patch for acne prone skin...,4.0,Nykaa Naturals,Nykaa Naturals Radiance Face Wash + Nykaa Tea Tree & Salicylic Acid Spot Patch,mild face wash and spot patch for acne prone skin,"['mild', 'face', 'wash', 'and', 'spot', 'patch', 'for', 'acne', 'prone', 'skin']","['mild', 'face', 'wash', 'spot', 'patch', 'acne', 'prone', 'skin']","['mild', 'face', 'wash', 'spot', 'patch', 'acne', 'prone', 'skin']",mild face wash spot patch acne prone skin
"It glides on smoothly,cream texture, stays for a long time",5.0,NYX Professional Makeup,NYX Professional Makeup Suede Matte Lip Liner,it glides on smoothly cream texture stays for a long time,"['it', 'glides', 'on', 'smoothly', 'cream', 'texture', 'stays', 'for', 'a', 'long', 'time']","['glides', 'smoothly', 'cream', 'texture', 'stays', 'long', 'time']","['glide', 'smoothly', 'cream', 'texture', 'stay', 'long', 'time']",glide smoothly cream texture stay long time
After trying many foundations I got a very good foundation for dry skin. It doesn't become patchy or black on your skin. Must try product.,5.0,Lakme,Lakme Absolute Argan Oil Serum Foundation With SPF 45,after trying many foundations i got a very good foundation for dry skin it doesn t become patchy or black on your skin must try product,"['after', 'trying', 'many', 'foundations', 'i', 'got', 'a', 'very', 'good', 'foundation', 'for', 'dry', 'skin', 'it', 'doesn', 't', 'become', 'patchy', 'or', 'black', 'on', 'your', 'skin', 'must', 'try', 'product']","['trying', 'many', 'foundations', 'got', 'good', 'foundation', 'dry', 'skin', 'become', 'patchy', 'black', 'skin', 'must', 'try', 'product']","['trying', 'many', 'foundation', 'got', 'good', 'foundation', 'dry', 'skin', 'become', 'patchy', 'black', 'skin', 'must', 'try', 'product']",trying many foundation got good foundation dry skin become patchy black skin must try product
The shade is just perfect for my skin tone.,5.0,Nykaa Cosmetics,Nykaa SKINgenius Foundation Stick Conceal Contour & Corrector - Golden Hazelnut 06,the shade is just perfect for my skin tone,"['the', 'shade', 'is', 'just', 'perfect', 'for', 'my', 'skin', 'tone']","['shade', 'perfect', 'skin', 'tone']","['shade', 'perfect', 'skin', 'tone']",shade perfect skin tone
"This product is so good. I have so many foundation from all the brand's.But I loved this foundation,it just glides on your face.my skin is oily but in winter's it becomes normal. Girls don't waste your money in other foundation just buy this one .I am NC 20 in Mac and I ordered 110N light which is just perfect and it does not give my face made-up look.",5.0,Kay Beauty,Kay Beauty Hydrating Foundation,this product is so good i have so many foundation from all the brand s but i loved this foundation it just glides on your face my skin is oily but in winter s it becomes normal girls don t waste your money in other foundation just buy this one i am nc in mac and i ordered n light which is just perfect and it does not give my face made up look,"['this', 'product', 'is', 'so', 'good', 'i', 'have', 'so', 'many', 'foundation', 'from', 'all', 'the', 'brand', 's', 'but', 'i', 'loved', 'this', 'foundation', 'it', 'just', 'glides', 'on', 'your', 'face', 'my', 'skin', 'is', 'oily', 'but', 'in', 'winter', 's', 'it', 'becomes', 'normal', 'girls', 'don', 't', 'waste', 'your', 'money', 'in', 'other', 'foundation', 'just', 'buy', 'this', 'one', 'i', 'am', 'nc', 'in', 'mac', 'and', 'i', 'ordered', 'n', 'light', 'which', 'is', 'just', 'perfect', 'and', 'it', 'does', 'not', 'give', 'my', 'face', 'made', 'up', 'look']","['product', 'good', 'many', 'foundation', 'brand', 'loved', 'foundation', 'glides', 'face', 'skin', 'oily', 'winter', 'becomes', 'normal', 'girls', 'waste', 'money', 'foundation', 'buy', 'one', 'nc', 'mac', 'ordered', 'n', 'light', 'perfect', 'give', 'face', 'made', 'look']","['product', 'good', 'many', 'foundation', 'brand', 'loved', 'foundation', 'glide', 'face', 'skin', 'oily', 'winter', 'becomes', 'normal', 'girl', 'waste', 'money', 'foundation', 'buy', 'one', 'nc', 'mac', 'ordered', 'n', 'light', 'perfect', 'give', 'face', 'made', 'look']",product good many foundation brand loved foundation glide face skin oily winter becomes normal girl waste money foundation buy one nc mac ordered n light perfect give face made look
It just wao kajal....eyes r lookimg so beautiful and gorgeous...,5.0,Kay Beauty,Kay Beauty Waterproof 24 Hour Kajal - Spade - Black,it just wao kajal eyes r lookimg so beautiful and gorgeous,"['it', 'just', 'wao', 'kajal', 'eyes', 'r', 'lookimg', 'so', 'beautiful', 'and', 'gorgeous']","['wao', 'kajal', 'eyes', 'r', 'lookimg', 'beautiful', 'gorgeous']","['wao', 'kajal', 'eye', 'r', 'lookimg', 'beautiful', 'gorgeous']",wao kajal eye r lookimg beautiful gorgeous
I love it's texture... it doesn't make ur skin dry at all...flawless look..i bought shade 145n which is bit darker for me.but i mixed a lighter shade in it.gonna buy more shades.,5.0,Kay Beauty,Kay Beauty Hydrating Foundation,i love it s texture it doesn t make ur skin dry at all flawless look i bought shade n which is bit darker for me but i mixed a lighter shade in it gonna buy more shades,"['i', 'love', 'it', 's', 'texture', 'it', 'doesn', 't', 'make', 'ur', 'skin', 'dry', 'at', 'all', 'flawless', 'look', 'i', 'bought', 'shade', 'n', 'which', 'is', 'bit', 'darker', 'for', 'me', 'but', 'i', 'mixed', 'a', 'lighter', 'shade', 'in', 'it', 'gon', 'na', 'buy', 'more', 'shades']","['love', 'texture', 'make', 'ur', 'skin', 'dry', 'flawless', 'look', 'bought', 'shade', 'n', 'bit', 'darker', 'mixed', 'lighter', 'shade', 'gon', 'na', 'buy', 'shades']","['love', 'texture', 'make', 'ur', 'skin', 'dry', 'flawless', 'look', 'bought', 'shade', 'n', 'bit', 'darker', 'mixed', 'lighter', 'shade', 'gon', 'na', 'buy', 'shade']",love texture make ur skin dry flawless look bought shade n bit darker mixed lighter shade gon na buy shade
In love with the pigment....smudge proof go for it ...,5.0,Kay Beauty,Kay Beauty Metallic Eyeshadow Stick Pencil,in love with the pigment smudge proof go for it,"['in', 'love', 'with', 'the', 'pigment', 'smudge', 'proof', 'go', 'for', 'it']","['love', 'pigment', 'smudge', 'proof', 'go']","['love', 'pigment', 'smudge', 'proof', 'go']",love pigment smudge proof go
"Very good product, natural look Satisfied Thank you so much nykaa",5.0,Kay Beauty,Kay Beauty Illuminating Highlighter,very good product natural look satisfied thank you so much nykaa,"['very', 'good', 'product', 'natural', 'look', 'satisfied', 'thank', 'you', 'so', 'much', 'nykaa']","['good', 'product', 'natural', 'look', 'satisfied', 'thank', 'much', 'nykaa']","['good', 'product', 'natural', 'look', 'satisfied', 'thank', 'much', 'nykaa']",good product natural look satisfied thank much nykaa
I just loved it. Really worth the money. Go for it guys. Personally i think it can be little bigger more or less it is awesome loved it.,5.0,Nykaa Cosmetics,Nykaa Metal Addict Makeup Bag - Blushing Gold,i just loved it really worth the money go for it guys personally i think it can be little bigger more or less it is awesome loved it,"['i', 'just', 'loved', 'it', 'really', 'worth', 'the', 'money', 'go', 'for', 'it', 'guys', 'personally', 'i', 'think', 'it', 'can', 'be', 'little', 'bigger', 'more', 'or', 'less', 'it', 'is', 'awesome', 'loved', 'it']","['loved', 'really', 'worth', 'money', 'go', 'guys', 'personally', 'think', 'little', 'bigger', 'less', 'awesome', 'loved']","['loved', 'really', 'worth', 'money', 'go', 'guy', 'personally', 'think', 'little', 'bigger', 'less', 'awesome', 'loved']",loved really worth money go guy personally think little bigger less awesome loved
"The colour is very pretty and yes, It's so comfortable to wear.",5.0,Maybelline New York,Maybelline New York Shine Compulsion Lipstick,the colour is very pretty and yes it s so comfortable to wear,"['the', 'colour', 'is', 'very', 'pretty', 'and', 'yes', 'it', 's', 'so', 'comfortable', 'to', 'wear']","['colour', 'pretty', 'yes', 'comfortable', 'wear']","['colour', 'pretty', 'yes', 'comfortable', 'wear']",colour pretty yes comfortable wear
Loved the color. A must buy and long stay as well.,5.0,Kay Beauty,Kay Beauty Matte Action Lip Liner,loved the color a must buy and long stay as well,"['loved', 'the', 'color', 'a', 'must', 'buy', 'and', 'long', 'stay', 'as', 'well']","['loved', 'color', 'must', 'buy', 'long', 'stay', 'well']","['loved', 'color', 'must', 'buy', 'long', 'stay', 'well']",loved color must buy long stay well
This metallic lipstick is one of the finest nykaa liquid lipstick. The only things that bothers me is the pigmentation which is not that great to be honest. It requires multiple applications.,3.0,Nykaa Cosmetics,Nykaa Matte to Last! Metallic Liquid Lipstick and Eyeshadow,this metallic lipstick is one of the finest nykaa liquid lipstick the only things that bothers me is the pigmentation which is not that great to be honest it requires multiple applications,"['this', 'metallic', 'lipstick', 'is', 'one', 'of', 'the', 'finest', 'nykaa', 'liquid', 'lipstick', 'the', 'only', 'things', 'that', 'bothers', 'me', 'is', 'the', 'pigmentation', 'which', 'is', 'not', 'that', 'great', 'to', 'be', 'honest', 'it', 'requires', 'multiple', 'applications']","['metallic', 'lipstick', 'one', 'finest', 'nykaa', 'liquid', 'lipstick', 'things', 'bothers', 'pigmentation', 'great', 'honest', 'requires', 'multiple', 'applications']","['metallic', 'lipstick', 'one', 'finest', 'nykaa', 'liquid', 'lipstick', 'thing', 'bother', 'pigmentation', 'great', 'honest', 'requires', 'multiple', 'application']",metallic lipstick one finest nykaa liquid lipstick thing bother pigmentation great honest requires multiple application
"I got the peach corrector for cancelling darkness near my mouth and eyes and it works amazing!!! I just apply a little on the area, dab a little and put on my foundation and it looks amazing. Earlier those areas on my face looked Greenishgrey with foundation on top. This does the job! Only con is that it doesn’t come with a sharpener but their sharpener isn’t too expensive so it’s ok.",5.0,Kay Beauty,Kay Beauty Colour Corrector Stick,i got the peach corrector for cancelling darkness near my mouth and eyes and it works amazing i just apply a little on the area dab a little and put on my foundation and it looks amazing earlier those areas on my face looked greenishgrey with foundation on top this does the job only con is that it doesn t come with a sharpener but their sharpener isn t too expensive so it s ok,"['i', 'got', 'the', 'peach', 'corrector', 'for', 'cancelling', 'darkness', 'near', 'my', 'mouth', 'and', 'eyes', 'and', 'it', 'works', 'amazing', 'i', 'just', 'apply', 'a', 'little', 'on', 'the', 'area', 'dab', 'a', 'little', 'and', 'put', 'on', 'my', 'foundation', 'and', 'it', 'looks', 'amazing', 'earlier', 'those', 'areas', 'on', 'my', 'face', 'looked', 'greenishgrey', 'with', 'foundation', 'on', 'top', 'this', 'does', 'the', 'job', 'only', 'con', 'is', 'that', 'it', 'doesn', 't', 'come', 'with', 'a', 'sharpener', 'but', 'their', 'sharpener', 'isn', 't', 'too', 'expensive', 'so', 'it', 's', 'ok']","['got', 'peach', 'corrector', 'cancelling', 'darkness', 'near', 'mouth', 'eyes', 'works', 'amazing', 'apply', 'little', 'area', 'dab', 'little', 'put', 'foundation', 'looks', 'amazing', 'earlier', 'areas', 'face', 'looked', 'greenishgrey', 'foundation', 'top', 'job', 'con', 'come', 'sharpener', 'sharpener', 'expensive', 'ok']","['got', 'peach', 'corrector', 'cancelling', 'darkness', 'near', 'mouth', 'eye', 'work', 'amazing', 'apply', 'little', 'area', 'dab', 'little', 'put', 'foundation', 'look', 'amazing', 'earlier', 'area', 'face', 'looked', 'greenishgrey', 'foundation', 'top', 'job', 'con', 'come', 'sharpener', 'sharpener', 'expensive', 'ok']",got peach corrector cancelling darkness near mouth eye work amazing apply little area dab little put foundation look amazing earlier area face looked greenishgrey foundation top job con come sharpener sharpener expensive ok
The lipstick shade was so good for my skin tone. It merges easily and gives a stunning look.,5.0,Lakme,Lakme Enrich Matte Lipstick,the lipstick shade was so good for my skin tone it merges easily and gives a stunning look,"['the', 'lipstick', 'shade', 'was', 'so', 'good', 'for', 'my', 'skin', 'tone', 'it', 'merges', 'easily', 'and', 'gives', 'a', 'stunning', 'look']","['lipstick', 'shade', 'good', 'skin', 'tone', 'merges', 'easily', 'gives', 'stunning', 'look']","['lipstick', 'shade', 'good', 'skin', 'tone', 'merges', 'easily', 'give', 'stunning', 'look']",lipstick shade good skin tone merges easily give stunning look
"The product is good, but comes in very less quantity",4.0,Nykaa Cosmetics,Nykaa SKINgenius BB Cream SPF30,the product is good but comes in very less quantity,"['the', 'product', 'is', 'good', 'but', 'comes', 'in', 'very', 'less', 'quantity']","['product', 'good', 'comes', 'less', 'quantity']","['product', 'good', 'come', 'less', 'quantity']",product good come less quantity
Controls frizz,4.0,Herbal Essences,Herbal Essences Argan Oil Of Morocco Conditioner - For Frizz Free Hair - Paraben Free,controls frizz,"['controls', 'frizz']","['controls', 'frizz']","['control', 'frizz']",control frizz
Nice,5.0,Nykaa Cosmetics,Nykaa Bling It On! Mini Travel-Size Makeup Pouch - Blushing Gold,nice,['nice'],['nice'],['nice'],nice
